Row,Vaccine,Geography Type,Geography,Season,Personnel Type,Estimate (%),95% CI (%),Sample Size,,Check State,,
1406,Seasonal Influenza,States,Alaska,2020-21,Adult Students/Trainees and Volunteers,77,,"1,059",,,,
1407,Seasonal Influenza,States,Arizona,2020-21,Adult Students/Trainees and Volunteers,44.9,,"7,849",,,,
1408,Seasonal Influenza,States,Arkansas,2020-21,Adult Students/Trainees and Volunteers,87.8,,"9,563",,,,
1409,Seasonal Influenza,States,California,2020-21,Adult Students/Trainees and Volunteers,75.1,,"54,803",,,,
1410,Seasonal Influenza,States,Colorado,2020-21,Adult Students/Trainees and Volunteers,90,,"10,483",,,,
1411,Seasonal Influenza,States,Connecticut,2020-21,Adult Students/Trainees and Volunteers,91.2,,"9,643",,,,
1412,Seasonal Influenza,States,Delaware,2020-21,Adult Students/Trainees and Volunteers,98.3,,"2,981",,,,
1413,Seasonal Influenza,States,District of Columbia,2020-21,Adult Students/Trainees and Volunteers,75.5,,"1,419",,,,
1414,Seasonal Influenza,States,Florida,2020-21,Adult Students/Trainees and Volunteers,84.4,,"38,197",,,,
1415,Seasonal Influenza,States,Georgia,2020-21,Adult Students/Trainees and Volunteers,85.7,,"15,408",,,,
1416,Seasonal Influenza,States,Hawaii,2020-21,Adult Students/Trainees and Volunteers,91.6,,"3,247",,,,
1417,Seasonal Influenza,States,Idaho,2020-21,Adult Students/Trainees and Volunteers,97.1,,"3,790",,,,
1418,Seasonal Influenza,States,Illinois,2020-21,Adult Students/Trainees and Volunteers,91.8,,"27,205",,,,
1419,Seasonal Influenza,States,Indiana,2020-21,Adult Students/Trainees and Volunteers,87.1,,"19,387",,,,
1420,Seasonal Influenza,States,Iowa,2020-21,Adult Students/Trainees and Volunteers,90,,"11,302",,,,
1421,Seasonal Influenza,States,Kansas,2020-21,Adult Students/Trainees and Volunteers,93.1,,"8,491",,,,
1422,Seasonal Influenza,States,Kentucky,2020-21,Adult Students/Trainees and Volunteers,96.3,,"19,302",,,,
1423,Seasonal Influenza,States,Louisiana,2020-21,Adult Students/Trainees and Volunteers,81.9,,"17,478",,,,
1424,Seasonal Influenza,States,Maine,2020-21,Adult Students/Trainees and Volunteers,96.2,,"1,629",,,,
1425,Seasonal Influenza,States,Maryland,2020-21,Adult Students/Trainees and Volunteers,95.4,,"8,815",,,,
1426,Seasonal Influenza,States,Massachusetts,2020-21,Adult Students/Trainees and Volunteers,92.3,,"19,295",,,,
1427,Seasonal Influenza,States,Michigan,2020-21,Adult Students/Trainees and Volunteers,82.7,,"16,010",,,,
1428,Seasonal Influenza,States,Minnesota,2020-21,Adult Students/Trainees and Volunteers,84.3,,"10,163",,,,
1429,Seasonal Influenza,States,Mississippi,2020-21,Adult Students/Trainees and Volunteers,97.4,,"7,246",,,,
1430,Seasonal Influenza,States,Missouri,2020-21,Adult Students/Trainees and Volunteers,91.9,,"17,398",,,,
1431,Seasonal Influenza,States,Montana,2020-21,Adult Students/Trainees and Volunteers,92.5,,"2,473",,,,
1432,Seasonal Influenza,States,Nebraska,2020-21,Adult Students/Trainees and Volunteers,78.5,,"10,870",,,,
1433,Seasonal Influenza,States,Nevada,2020-21,Adult Students/Trainees and Volunteers,93.6,,"4,475",,,,
1434,Seasonal Influenza,States,New Hampshire,2020-21,Adult Students/Trainees and Volunteers,97.8,,"3,710",,,,
1435,Seasonal Influenza,States,New Jersey,2020-21,Adult Students/Trainees and Volunteers,95.7,,"14,302",,,,
1436,Seasonal Influenza,States,New Mexico,2020-21,Adult Students/Trainees and Volunteers,87.2,,"5,146",,,,
1437,Seasonal Influenza,States,New York,2020-21,Adult Students/Trainees and Volunteers,78.1,,"40,935",,,,
1438,Seasonal Influenza,States,North Carolina,2020-21,Adult Students/Trainees and Volunteers,94.9,,"23,795",,,,
1439,Seasonal Influenza,States,North Dakota,2020-21,Adult Students/Trainees and Volunteers,98.8,,"5,947",,,,
1440,Seasonal Influenza,States,Ohio,2020-21,Adult Students/Trainees and Volunteers,95.7,,"39,671",,,,
1441,Seasonal Influenza,States,Oklahoma,2020-21,Adult Students/Trainees and Volunteers,93.8,,"9,728",,,,
1442,Seasonal Influenza,States,Oregon,2020-21,Adult Students/Trainees and Volunteers,28.1,,"11,550",,,,
1443,Seasonal Influenza,States,Pennsylvania,2020-21,Adult Students/Trainees and Volunteers,97.9,,"28,119",,,,
1444,Seasonal Influenza,National,United States,2020-21,Adult Students/Trainees and Volunteers,87.4,,"714,789",,,,
1445,Seasonal Influenza,States,Rhode Island,2020-21,Adult Students/Trainees and Volunteers,97,,"4,820",,,,
1446,Seasonal Influenza,States,South Carolina,2020-21,Adult Students/Trainees and Volunteers,91.6,,"12,614",,,,
1447,Seasonal Influenza,States,South Dakota,2020-21,Adult Students/Trainees and Volunteers,98.6,,"3,054",,,,
1448,Seasonal Influenza,States,Tennessee,2020-21,Adult Students/Trainees and Volunteers,97.5,,"25,095",,,,
1449,Seasonal Influenza,States,Texas,2020-21,Adult Students/Trainees and Volunteers,82.3,,"46,970",,,,
1450,Seasonal Influenza,States,Utah,2020-21,Adult Students/Trainees and Volunteers,94.8,,"11,339",,,,
1451,Seasonal Influenza,States,Vermont,2020-21,Adult Students/Trainees and Volunteers,89.6,,"1,645",,,,
1452,Seasonal Influenza,States,Virginia,2020-21,Adult Students/Trainees and Volunteers,89.8,,"12,854",,,,
1453,Seasonal Influenza,States,Washington,2020-21,Adult Students/Trainees and Volunteers,86.2,,"11,800",,,,
1454,Seasonal Influenza,States,West Virginia,2020-21,Adult Students/Trainees and Volunteers,91.8,,"6,235",,,,
1455,Seasonal Influenza,States,Wisconsin,2020-21,Adult Students/Trainees and Volunteers,96.2,,"21,234",,,,
1456,Seasonal Influenza,States,Wyoming,2020-21,Adult Students/Trainees and Volunteers,72.4,,"1,362",,,,
